Address,City,ZIP Code,Township,Property Class Code,Neighborhood ID,Date Last Transferred,Sidewalks,Total Adj Value,Owner State,Owner ZIP Code
6672 JUNCTION LN,INDIANAPOLIS,46220-0000,0008,550,824372220,12/15/2017,N,273100,IN,46220-1289,
907 JUNCTION PL,INDIANAPOLIS,46220-0000,0008,550,824372220,08/01/2018,N,294100,IN,46220-4278,
5347 N COLLEGE AV,INDIANAPOLIS,46220-0000,0008,550,806072215,10/29/2018,N,111500,IN,46220-3172,
5347 N COLLEGE AV,INDIANAPOLIS,46220-0000,0008,550,806072215,,N,111500,IN,46220-0000,
4720 E 62ND ST,INDIANAPOLIS,46220-0000,0008,510,801177133,12/04/2013,N,129700,IN,46220-0000,
2511 BAUR DR,INDIANAPOLIS,46220-0000,0008,510,802171170,01/14/2015,N,149900,IN,46220-2405,
6129 EVANSTON AV,INDIANAPOLIS,46220-0000,0008,510,802178185,07/23/2018,N,212100,IN,46220-2317,
6448 N OAKLAND AV,INDIANAPOLIS,46220-0000,0008,510,802271150,03/13/2018,N,194600,IN,46220-4433,
6417 N OAKLAND AV,INDIANAPOLIS,46220-0000,0008,510,802271150,10/31/2014,N,207300,IN,46220-4432,
5607 ROSSLYN AV,INDIANAPOLIS,46220-0000,0008,510,802178185,02/10/2012,N,141300,IN,46032-7355,
5633 INDIANOLA AV,INDIANAPOLIS,46220-0000,0008,510,802178185,12/06/2016,N,176300,IN,46220-3336,
5853 PRIMROSE AV,INDIANAPOLIS,46220-0000,0008,510,802178185,,N,162700,IN,46220-2735,
5642 ROSSLYN AV,INDIANAPOLIS,46220-0000,0008,510,802178185,07/31/2017,N,213100,IN,46220-3345,
5737 HAVERFORD AV,INDIANAPOLIS,46220-0000,0008,510,802178185,,N,174500,IN,46220-2768,
5740 HAVERFORD AV,INDIANAPOLIS,46220-0000,0008,510,802178185,09/17/2014,N,183800,IN,46220-2768,
5654 N KEYSTONE AV,INDIANAPOLIS,46220-0000,0008,510,802171170,05/15/2009,N,112300,IN,46220-0000,
2305 E 58TH ST,INDIANAPOLIS,46220-0000,0008,510,802171170,,N,175000,IN,46220-2816,
5831 HILLSIDE AV,INDIANAPOLIS,46220-0000,0008,510,802171170,06/26/2017,N,108800,IN,46220-2812,
2418 DELL ZELL DR,INDIANAPOLIS,46220-0000,0008,510,802182100,04/19/2013,N,157000,IN,46082-4233,
6921 N TACOMA AV,INDIANAPOLIS,46220-0000,0008,510,802274155,12/12/2018,N,136800,IN,46220-1330,
2413 BUTTERFIELD DR,INDIANAPOLIS,46220-0000,0008,510,802274155,,N,116200,IN,46220-1379,
3606 LORRAIN RD,INDIANAPOLIS,46220-0000,0008,510,801965093,,N,137500,IN,46220-5561,
4949 E 64TH ST,INDIANAPOLIS,46220-0000,0008,501,801166130,04/03/2017,N,19100,IN,46220-3887,
5342 CRESTVIEW AV,INDIANAPOLIS,46220-0000,0008,510,812075165,07/07/2016,N,143800,IN,46220-3218,
1227 E 56TH ST,INDIANAPOLIS,46220-0000,0008,510,802079190,09/15/2010,N,106300,IN,46240-0000,
5427 CRESTVIEW AV,INDIANAPOLIS,46220-0000,0008,510,802071160,,N,160600,IN,46220-3231,
1235 NICHOLAS RD,INDIANAPOLIS,46220-0000,0008,510,802071160,05/01/2019,N,175600,IN,46228-1421,
6805 BARR WILL DR,INDIANAPOLIS,46220-0000,0008,510,801177133,,N,122900,IN,46208-2652,
3702 LORRAIN RD,INDIANAPOLIS,46220-0000,0008,510,801965093,11/11/2013,N,150500,IN,46220-5565,
710 E 70TH PL,INDIANAPOLIS,46220-0000,0008,511,819077190,,N,387300,IN,46220-1064,
5928 WINTHROP AV,INDIANAPOLIS,46220-0000,0008,510,803775205,05/24/2012,N,207400,IN,46567-0000,
5450 N DELAWARE ST,INDIANAPOLIS,46220-0000,0008,510,802275235,06/09/2015,N,984200,IN,46220-3014,
908 E 58TH ST,INDIANAPOLIS,46220-0000,0008,510,803275225,05/19/2011,N,511000,IN,46220-2606,
6410 FERGUSON ST,INDIANAPOLIS,46220-0000,0008,456,8456303,,N,116600,IN,46220-1171,
5441 N WASHINGTON BL,INDIANAPOLIS,46220-0000,0008,510,802275235,10/24/2017,N,759000,IN,46220-3027,
5673 BROADWAY ST,INDIANAPOLIS,46220-0000,0008,510,803075210,05/18/2018,N,468500,IN,46220-3072,
5241 GUILFORD AV,INDIANAPOLIS,46220-0000,0008,510,832475183,04/20/2018,N,225400,IN,46220-3206,
5244 N PENNSYLVANIA ST,INDIANAPOLIS,46220-0000,0008,510,812175165,,N,430900,IN,46220-3057,
6446 N COLLEGE AV,INDIANAPOLIS,46220-0000,0008,520,802488202,02/27/2013,N,124200,IN,46250-2421,
6936 WARWICK RD,INDIANAPOLIS,46220-0000,0008,510,801470150,05/02/2016,N,360400,IN,46220-1049,
6969 OAK LN,INDIANAPOLIS,46220-0000,0008,510,801470150,08/01/2012,N,321300,IN,46220-0000,
7001 N PENNSYLVANIA ST,INDIANAPOLIS,46220-0000,0008,510,801470150,,N,664000,IN,46220-1046,
5678 E FALL CREEK PKWY N DR,INDIANAPOLIS,46220-0000,0004,510,404182174,08/02/2011,N,441700,IN,46226-0000,
902 E 64TH ST,INDIANAPOLIS,46220-0000,0008,640,800048000,,N,0,IN,46204-0000,
4750 E 71ST ST,INDIANAPOLIS,46220-0000,0008,511,817077170,01/19/2011,N,229100,IN,46220-0000,
4280 E 71ST ST,INDIANAPOLIS,46220-0000,0008,511,817077170,,N,304500,IN,46220-3864,
27 E WESTFIELD BL,INDIANAPOLIS,46220-0000,0008,510,803275225,,N,394800,IN,46228-0000,
6024 CRESTVIEW AV,INDIANAPOLIS,46220-0000,0008,510,802184230,,N,170200,IN,46220-2006,
617 E 53RD ST,INDIANAPOLIS,46220-0000,0008,510,842375233,,N,185300,IN,46220-3129,
5701 N DELAWARE ST,INDIANAPOLIS,46220-0000,0008,510,803175185,,N,426000,IN,46220-2527,
5411 N DELAWARE ST,INDIANAPOLIS,46220-0000,0008,510,802275235,,N,404000,IN,46220-3013,
5251 N COLLEGE AV,INDIANAPOLIS,46220-0000,0008,520,802475197,,N,138500,IN,46220-3139,
6150 RALSTON AV,INDIANAPOLIS,46220-0000,0008,510,802178185,,N,178000,CA,92673-7117,
5230 N PARK AV,INDIANAPOLIS,46220-0000,0008,510,832375211,04/23/2012,N,238200,IN,46254-0000,
6628 CHERBOURG CI,INDIANAPOLIS,46220-0000,0004,510,404582138,,N,472300,IN,46220-6015,
6439 CALAIS DR,INDIANAPOLIS,46220-0000,0004,510,404582138,12/17/2015,N,532500,IN,46220-6001,
5459 FALL CREEK RD,INDIANAPOLIS,46220-0000,0004,510,404182174,05/27/2015,N,422500,IN,46220-5054,
6706 GROSVENOR PL,INDIANAPOLIS,46220-0000,0004,510,403382131,07/17/2013,N,280700,IN,46220-4135,
6542 GROSVENOR PL,INDIANAPOLIS,46220-0000,0004,510,403382131,06/29/2018,N,240500,IN,46220-4131,
6041 E 65TH PL,INDIANAPOLIS,46220-0000,0004,510,403382131,05/02/2019,N,281700,IN,46220-4103,
6403 N PARKER AV,INDIANAPOLIS,46220-0000,0008,510,802269135,11/22/2011,N,172300,IN,46220-0000,
6409 N OLNEY ST,INDIANAPOLIS,46220-0000,0008,510,802274155,,N,247000,IN,46220-4436,
6464 N EWING ST,INDIANAPOLIS,46220-0000,0008,510,802274155,02/21/2018,N,494100,IN,46220-4426,
6370 N EWING ST,INDIANAPOLIS,46220-0000,0008,510,802274155,,N,590400,IN,46220-4424,
6650 PAGE BL,INDIANAPOLIS,46220-0000,0008,550,802272107,03/19/2013,N,411200,IN,46590-0635,
6330 N CHESTER AV,INDIANAPOLIS,46220-0000,0008,500,801769162,12/15/2016,N,56800,IN,46220-4420,
5861 ROSSLYN AV,INDIANAPOLIS,46220-0000,0008,510,802178185,03/13/2018,N,221300,IN,46220-2708,
5808 PRIMROSE AV,INDIANAPOLIS,46220-0000,0008,510,802178185,01/02/2019,N,171700,IN,46220-2726,
5842 ROSSLYN AV,INDIANAPOLIS,46220-0000,0008,520,802182100,02/27/2015,N,176700,OH,45242-5952,
5809 INDIANOLA AV,INDIANAPOLIS,46220-0000,0008,510,802178185,,N,196700,IN,46220-2774,
5868 HAVERFORD AV,INDIANAPOLIS,46220-0000,0008,510,802178185,,N,214200,IN,46220-2760,
5501 E 71ST ST,INDIANAPOLIS,46220-0000,0008,447,8447307,,N,1245700,IN,46220-3967,
5945 KESSLER RIDGE DR,INDIANAPOLIS,46220-0000,0008,510,801869130,01/30/2017,N,136500,IN,46220-5156,
5934 KESSLER RIDGE DR,INDIANAPOLIS,46220-0000,0008,510,801869130,09/09/2010,N,115500,IN,46260-5072,
1227 ROWIN RD,INDIANAPOLIS,46220-0000,0008,510,802071160,08/25/2010,N,145200,IN,46220-0000,
1228 ROWIN RD,INDIANAPOLIS,46220-0000,0008,510,802071160,,N,184500,IN,46220-3239,
5671 CENTRAL AV,INDIANAPOLIS,46220-0000,0008,510,803075210,01/03/2019,N,626300,IN,46220-3011,
6234 N WASHINGTON BL,INDIANAPOLIS,46220-0000,0008,510,802488202,,N,252600,IN,46220-1827,
6331 RIVERVIEW DR,INDIANAPOLIS,46220-0000,0008,510,802478204,09/18/2018,N,207800,IN,46220-1728,
5415 N COLLEGE AV,INDIANAPOLIS,46220-0000,0008,421,8421307,,N,3233800,IN,46204-0000,
5347 N PARK AV,INDIANAPOLIS,46220-0000,0008,510,832375211,07/09/2012,N,359500,IN,46220-0000,
5237 CARROLLTON AV,INDIANAPOLIS,46220-0000,0008,510,842475194,,N,166400,IN,46220-3116,
5265 GUILFORD AV,INDIANAPOLIS,46220-0000,0008,510,832475183,12/10/2015,N,194800,IN,46220-3206,
908 E 53RD ST,INDIANAPOLIS,46220-0000,0008,520,802475197,,N,179200,IN,46074-8871,
1019 E 60TH ST,INDIANAPOLIS,46220-0000,0008,510,803775205,03/12/2009,N,219800,IN,46220-2022,
6002 ROSSLYN AV,INDIANAPOLIS,46220-0000,0008,510,802178185,09/15/2015,N,309900,IN,46220-2077,
5925 ROSSLYN AV,INDIANAPOLIS,46220-0000,0008,510,802166150,,N,200600,IN,46220-2758,
6027 ROSSLYN AV,INDIANAPOLIS,46220-0000,0008,510,802178185,10/06/2017,N,183300,IN,46220-2019,
6036 CARROLLTON AV,INDIANAPOLIS,46220-0000,0008,510,803775205,06/09/2016,N,278700,IN,46220-1921,
6174 RALSTON AV,INDIANAPOLIS,46220-0000,0008,510,802178185,,N,188200,IN,46240-2339,
914 E 61ST ST,INDIANAPOLIS,46220-0000,0008,510,803975250,,N,99500,IN,46220-1934,
5330 WINTHROP AV,INDIANAPOLIS,46220-0000,0008,520,802475197,,N,87200,IN,46033-8662,
5766 BROADWAY TE,INDIANAPOLIS,46220-0000,0008,510,803275225,05/22/2015,N,332400,IN,46220-2572,
5228 CARROLLTON AV,INDIANAPOLIS,46220-0000,0008,520,862475209,10/31/2018,N,345600,IN,46220-3181,
630 E 58TH ST,INDIANAPOLIS,46220-0000,0008,510,803279195,,N,271800,IN,46220-2562,
6615 GROSVENOR PL,INDIANAPOLIS,46220-0000,0004,510,403382131,,N,265300,IN,46220-4130,
5751 N DELAWARE ST,INDIANAPOLIS,46220-0000,0008,510,813175225,,N,546500,IN,46220-0000,
379 E WESTFIELD BL,INDIANAPOLIS,46220-0000,0008,520,813575250,,N,294000,IN,46205-1058,
5458 N PENNSYLVANIA ST,INDIANAPOLIS,46220-0000,0008,510,832575225,,N,621600,IN,46220-3022,
5686 GUILFORD AV,INDIANAPOLIS,46220-0000,0008,510,803275225,11/08/2012,N,357400,IN,46220-3267,
5510 N WASHINGTON BL,INDIANAPOLIS,46220-0000,0008,510,812575165,,N,399000,IN,46220-3028,
6010 N COLLEGE AV,INDIANAPOLIS,46220-0000,0008,520,803275225,,N,171400,IN,46220-1907,
6002 BROADWAY ST,INDIANAPOLIS,46220-0000,0008,510,803682100,07/31/2018,N,249100,IN,46220-1808,
5879 N NEW JERSEY ST,INDIANAPOLIS,46220-0000,0008,510,803275225,08/04/2016,N,383100,IN,46220-2534,
721 E 55TH ST,INDIANAPOLIS,46220-0000,0008,510,802775196,,N,166400,IN,46220-3111,
6724 JOHNSON RD,INDIANAPOLIS,46220-0000,0004,510,403582135,10/23/2018,N,232000,IN,46220-4345,
6742 LOWANNA CT,INDIANAPOLIS,46220-0000,0004,510,403582135,03/07/2019,N,333800,IN,46220-4361,
5005 E 66TH ST,INDIANAPOLIS,46220-0000,0008,510,801166130,08/25/2014,N,217100,IN,46220-3918,
5046 E 68TH ST,INDIANAPOLIS,46220-0000,0008,510,801166130,,N,181500,IN,46220-3927,
5224 E 68TH ST,INDIANAPOLIS,46220-0000,0008,510,801166130,,N,241600,IN,46220-3927,
6308 KNYGHTON RD,INDIANAPOLIS,46220-0000,0008,510,801166130,12/30/2016,N,261100,IN,46220-4962,
6331 KNYGHTON RD,INDIANAPOLIS,46220-0000,0008,510,801166130,06/14/2013,N,283800,IN,47402-2601,
6461 BRAMSHAW RD,INDIANAPOLIS,46220-0000,0008,510,801166130,08/28/2013,N,230600,IN,46220-4917,
6446 GRAHAM RD,INDIANAPOLIS,46220-0000,0008,510,801166130,,N,249900,IN,46220-4944,
6026 DORSETT PL,INDIANAPOLIS,46220-0000,0008,510,801865121,,N,148600,IN,46220-5242,
6114 DORSETT PL,INDIANAPOLIS,46220-0000,0008,510,801865121,,N,158800,IN,46220-5242,
6106 LINTON LN,INDIANAPOLIS,46220-0000,0008,510,801865121,07/31/2014,N,168700,IN,47960-2356,
5855 ANDOVER RD,INDIANAPOLIS,46220-0000,0008,510,801865121,05/01/2019,N,209400,FL,33511-7599,
3869 CIRCLE DR,INDIANAPOLIS,46220-0000,0008,510,801769162,,N,492700,IN,46220-3735,
5622 HAVERFORD AV,INDIANAPOLIS,46220-0000,0008,510,802166150,04/12/2013,N,230200,IN,46220-3333,
1246 E 56TH ST,INDIANAPOLIS,46220-0000,0008,510,802178185,,N,174900,IN,46220-3224,
3939 E 57TH ST,INDIANAPOLIS,46220-0000,0008,510,801878185,,N,216600,IN,46220-5515,
6242 EVANSTON AV,INDIANAPOLIS,46220-0000,0008,510,802271150,05/02/2014,N,164100,IN,46220-2112,
2750 E 62ND ST,INDIANAPOLIS,46220-0000,0008,447,8447307,,N,201600,IN,46250-0000,
1906 E 67TH ST,INDIANAPOLIS,46220-0000,0008,500,802278190,,N,12000,IN,46220-1260,
2724 DELL ZELL DR,INDIANAPOLIS,46220-0000,0008,510,802171170,,N,166500,IN,46220-5833,
2703 DELL ZELL DR,INDIANAPOLIS,46220-0000,0008,510,802171170,04/07/2015,N,160600,IN,46220-5840,
2416 NORTHVIEW AV,INDIANAPOLIS,46220-0000,0008,510,802171170,12/06/2018,N,191800,IN,46220-3514,
2701 NORTHVIEW AV,INDIANAPOLIS,46220-0000,0008,510,802171170,06/19/2017,N,159900,IN,46220-3519,
2630 E 56TH ST,INDIANAPOLIS,46220-0000,0008,510,802171170,01/17/2017,N,133300,IN,46220-0000,
2533 RYAN DR,INDIANAPOLIS,46220-0000,0008,510,802171170,,N,158200,IN,46220-2857,
2723 E NORTHGATE ST,INDIANAPOLIS,46220-0000,0008,510,802171170,,N,166900,IN,46220-2851,
2600 E NORTHGATE ST,INDIANAPOLIS,46220-0000,0008,510,802171170,,N,176100,IN,46220-2852,
95 WELLINGTON RD,INDIANAPOLIS,46220-0000,0008,510,802476200,07/16/2012,N,689200,IN,46220-0000,
6000 N OLNEY ST,INDIANAPOLIS,46220-0000,0008,510,801871160,,N,371600,IN,46220-5165,
6132 N OLNEY ST,INDIANAPOLIS,46220-0000,0008,510,801871160,10/30/2009,N,267500,IN,46220-0000,
2603 E 57TH ST,INDIANAPOLIS,46220-0000,0008,510,802171170,03/14/2012,N,183300,IN,46220-0000,
6621 BROADWAY ST,INDIANAPOLIS,46220-0000,0008,510,802488202,,N,285500,IN,46220-1666,
5511 N COLLEGE AV,INDIANAPOLIS,46220-0000,0008,510,802775196,04/07/2016,N,194000,IN,46220-3127,
6041 HAVERFORD AV,INDIANAPOLIS,46220-0000,0008,510,802178185,05/17/2017,N,191000,IN,46220-2007,
1850 E 66TH ST,INDIANAPOLIS,46220-0000,0008,510,802278190,09/11/2015,N,123000,IN,46220-1204,
1831 E 64TH ST,INDIANAPOLIS,46220-0000,0008,510,802278190,,N,139400,IN,46220-2101,
1902 E 64TH ST S DR,INDIANAPOLIS,46220-0000,0008,510,802278190,02/07/2018,N,167400,IN,46220-2186,
5501 N OXFORD ST,INDIANAPOLIS,46220-0000,0008,480,8480300,,N,143500,IN,46220-3541,
6090 N OLNEY ST,INDIANAPOLIS,46220-0000,0008,510,801871160,10/14/2013,N,275600,IN,46220-5165,
6029 N TUXEDO ST,INDIANAPOLIS,46220-0000,0008,510,801871160,,N,180300,IN,46220-5174,
5938 KESSLER RIDGE DR,INDIANAPOLIS,46220-0000,0008,510,801869130,09/07/2018,N,124500,IN,46220-5157,
2617 BUTTERFIELD DR,INDIANAPOLIS,46220-0000,0008,510,802274155,08/08/2013,N,133200,IN,46220-0000,
5680 BROADWAY ST,INDIANAPOLIS,46220-0000,0008,510,803075210,09/30/2010,N,297000,IN,46220-0000,
6025 COMPTON ST,INDIANAPOLIS,46220-0000,0008,510,802184230,10/18/2018,N,221600,IN,46220-2003,
635 E 58TH ST,INDIANAPOLIS,46220-0000,0008,510,803275225,,N,387900,IN,46220-2578,
6101 RUCKER RD,INDIANAPOLIS,46220-0000,0004,510,403982139,09/12/2016,N,228200,IN,46220-5065,
5941 CRESTVIEW AV,INDIANAPOLIS,46220-0000,0008,510,802181205,,N,250200,IN,46220-2750,
5863 N WASHINGTON BL,INDIANAPOLIS,46220-0000,0008,510,803275225,,N,572100,IN,46220-2540,
6109 RUCKER RD,INDIANAPOLIS,46220-0000,0004,500,403982139,07/07/2016,N,31800,IN,46220-5065,
5304 FALL CREEK RD,INDIANAPOLIS,46220-0000,0004,510,403982139,,N,183000,IN,46220-5053,
6244 KINGSLEY DR,INDIANAPOLIS,46220-0000,0008,510,802178185,,N,157100,IN,46220-2129,
6520 CRICKLEWOOD RD,INDIANAPOLIS,46220-0000,0004,510,403382131,,N,273800,IN,46220-4109,
6836 CRICKLEWOOD RD,INDIANAPOLIS,46220-0000,0004,510,403382131,,N,193900,IN,46220-4115,
6049 HARLESCOTT RD,INDIANAPOLIS,46220-0000,0004,510,403382131,10/17/2017,N,210700,IN,46220-4143,
6726 FARMLEIGH DR,INDIANAPOLIS,46220-0000,0004,510,403382131,10/13/2014,N,446500,IN,46220-4127,
6137 E 65TH PL,INDIANAPOLIS,46220-0000,0004,510,403382131,07/21/2014,N,334000,IN,46220-4105,
6811 GROSVENOR PL,INDIANAPOLIS,46220-0000,0004,510,403382131,,N,231500,IN,46220-4130,
7015 GROSVENOR PL,INDIANAPOLIS,46220-0000,0004,510,403382131,,N,204600,IN,46220-4140,
6807 BALFOUR CT,INDIANAPOLIS,46220-0000,0004,510,403582135,,N,221100,IN,46220-4305,
6828 BALFOUR CT,INDIANAPOLIS,46220-0000,0004,510,403582135,,N,315800,IN,46220-4305,
5528 ASHURST ST,INDIANAPOLIS,46220-0000,0008,510,801166130,03/10/2016,N,225100,IN,46220-4831,
4208 SAGAMORE TR,INDIANAPOLIS,46220-0000,0008,510,801966102,,N,158000,IN,46220-5751,
3516 CIRCLE BL,INDIANAPOLIS,46220-0000,0008,500,801971145,,N,12000,IN,46220-5551,
3821 E 61ST ST,INDIANAPOLIS,46220-0000,0008,510,801871160,08/30/2016,N,211100,IN,46220-5116,
5939 EVANSTON AV,INDIANAPOLIS,46220-0000,0008,510,802179190,,N,164700,IN,46220-2441,
2615 NORTHVIEW AV,INDIANAPOLIS,46220-0000,0008,510,802171170,,N,183400,IN,46220-3515,
1720 E 67TH ST,INDIANAPOLIS,46220-0000,0008,500,802278190,12/28/2016,N,12000,IN,46220-1212,
6730 EVANSTON AV,INDIANAPOLIS,46220-0000,0008,599,802278190,12/29/2016,N,10900,IN,46220-1254,
1845 E 68TH ST,INDIANAPOLIS,46220-0000,0008,500,802278190,06/30/2016,N,6000,IN,46220-1219,
1814 E 69TH ST,INDIANAPOLIS,46220-0000,0008,510,802278190,06/11/2010,N,119200,IN,46220-0000,
6416 EVANSTON AV,INDIANAPOLIS,46220-0000,0008,510,802278190,01/03/2014,N,140900,IN,46220-2174,
6624 BROADWAY ST,INDIANAPOLIS,46220-0000,0008,510,802488202,06/21/2012,N,211500,IN,46220-0000,
5916 NORWALDO AV,INDIANAPOLIS,46220-0000,0008,510,841075215,09/23/2016,N,191000,IN,46220-2445,
6457 BROADWAY ST,INDIANAPOLIS,46220-0000,0008,510,802488202,08/06/2010,N,230600,IN,46220-0000,
5524 CENTRAL AV,INDIANAPOLIS,46220-0000,0008,510,832375211,,N,524500,IN,46220-3075,
5841 FOREST LN,INDIANAPOLIS,46220-0000,0008,510,803275225,,N,365200,IN,46220-2621,
6360 DAWSON LAKE DR,INDIANAPOLIS,46220-0000,0008,500,802280174,,N,17500,CA,96001-5814,
6552 DAWSON LAKE DR,INDIANAPOLIS,46220-0000,0008,510,802280174,10/28/2010,N,694300,IN,46220-0000,
4755 E 71ST ST,INDIANAPOLIS,46220-0000,0008,510,801166130,04/03/2012,N,480800,IN,46220-0000,
6622 LAKEKNOLL DR,INDIANAPOLIS,46220-0000,0004,510,403782138,,N,150300,IN,46220-4158,
6816 LAKEKNOLL DR,INDIANAPOLIS,46220-0000,0004,510,403782138,06/10/2016,N,136700,IN,46220-5250,
6151 N PARKER AV,INDIANAPOLIS,46220-0000,0008,511,802165145,08/31/2017,N,141100,IN,46220-2931,
5545 CHESTER LN,INDIANAPOLIS,46220-0000,0008,511,801971145,,N,142000,IN,46220-5505,
5819 CENTRAL AV,INDIANAPOLIS,46220-0000,0008,510,803075210,09/23/2010,N,549500,IN,46220-0000,
5559 N COLLEGE AV,INDIANAPOLIS,46220-0000,0008,510,812775225,03/02/2017,N,359400,IN,46220-3127,
7018 RALSTON AV,INDIANAPOLIS,46220-0000,0008,500,802266120,04/01/2015,N,2300,IN,46112-8154,
1760 E 66TH ST,INDIANAPOLIS,46220-0000,0008,510,802278190,,N,175900,IN,46220-1202,
5505 N KEYSTONE AV,INDIANAPOLIS,46220-0000,0008,447,8400320,10/21/2008,N,52900,IN,46220-0114,
6406 N PARKER AV,INDIANAPOLIS,46220-0000,0008,510,802269135,07/20/2018,N,203500,IN,46220-2257,
7661 DEAN GROVE WA,INDIANAPOLIS,46220-0000,0008,510,801666145,07/19/2018,N,625300,IN,46240-3688,
5745 SHERMAN AV,INDIANAPOLIS,46220-0000,0008,510,801875135,11/05/2013,N,250100,IN,46220-5419,
6270 N CHESTER AV,INDIANAPOLIS,46220-0000,0008,510,801769162,,N,391000,IN,46220-4418,
6341 N EWING ST,INDIANAPOLIS,46220-0000,0008,510,801769162,12/11/2014,N,582300,IN,46220-4423,
6449 N EWING ST,INDIANAPOLIS,46220-0000,0008,510,801769162,,N,415000,IN,46220-4423,
6770 SPIRIT LAKE DR,INDIANAPOLIS,46220-0000,0008,550,802272107,11/01/2013,N,394600,IN,46220-0000,
6429 N OLNEY ST,INDIANAPOLIS,46220-0000,0008,510,802274155,,N,268900,IN,46220-4436,
6475 N OLNEY ST,INDIANAPOLIS,46220-0000,0008,510,802274155,,N,363500,IN,46220-4436,
4754 KESSLER VIEW DR,INDIANAPOLIS,46220-0000,0008,511,801969116,04/27/2017,N,154000,IN,46220-5301,
6360 ALLISONVILLE RD,INDIANAPOLIS,46220-0000,0008,510,801769162,04/15/2015,N,190200,IN,46220-4546,
5878 ROSSLYN AV,INDIANAPOLIS,46220-0000,0008,510,802178185,12/20/2017,N,157500,IN,46077-1619,
5663 N DELAWARE ST,INDIANAPOLIS,46220-0000,0008,510,802975181,,N,291900,IN,46220-3017,
6026 PRIMROSE AV,INDIANAPOLIS,46220-0000,0008,510,802178185,12/08/2015,N,178600,IN,46220-2350,
321 E WESTFIELD BL,INDIANAPOLIS,46220-0000,0008,510,803275225,03/22/2018,N,771100,IN,46220-1830,
2404 MC LEAY DR,INDIANAPOLIS,46220-0000,0008,510,802171170,11/29/2017,N,215800,IN,46220-5812,
5801 INDIANOLA AV,INDIANAPOLIS,46220-0000,0008,510,802178185,06/27/2013,N,162000,IN,46062-6700,
5280 BOARDWALK PL,INDIANAPOLIS,46220-0000,0004,550,471480168,,N,401400,IN,46220-5384,
5810 WHITE OAK CT,INDIANAPOLIS,46220-0000,0008,510,801869130,,N,317700,IN,46220-5230,
5827 RAVINE RD,INDIANAPOLIS,46220-0000,0008,510,801869130,07/18/2014,N,410500,IN,46220-5225,
4231 WINDING WAY,INDIANAPOLIS,46220-0000,0008,510,801869130,10/15/2009,N,227800,IN,46220-0000,
3319 E 69TH ST,INDIANAPOLIS,46220-0000,0008,510,801765120,11/14/2017,N,320200,IN,46220-3703,
3331 E 68TH CT,INDIANAPOLIS,46220-0000,0008,510,801765120,06/15/2016,N,245200,IN,46220-3781,
5444 STEINMEIER DR N,INDIANAPOLIS,46220-0000,0008,510,801180110,02/05/2018,N,209300,IN,46220-3973,
5424 STEINMEIER DR N,INDIANAPOLIS,46220-0000,0008,510,801180110,06/03/2014,N,179400,IN,46220-3973,
3913 E 56TH ST,INDIANAPOLIS,46220-0000,0008,511,817577175,01/03/2014,N,222100,IN,46220-5540,
5665 PERIWINKLE LN,INDIANAPOLIS,46220-0000,0008,510,818380115,12/27/2017,N,173000,IN,46220-5487,
3610 PERIWINKLE WA,INDIANAPOLIS,46220-0000,0008,510,818480100,03/06/2013,N,179200,IN,46220-0000,
920 E 62ND ST,INDIANAPOLIS,46220-0000,0008,550,803972225,03/14/2012,N,146100,IN,46220-0000,
920 E 62ND ST,INDIANAPOLIS,46220-0000,0008,550,803972225,,N,158600,IN,46220-6900,
5649 BROADWAY ST,INDIANAPOLIS,46220-0000,0008,599,803075210,,N,33100,IN,46220-3068,
6530 MERIDIAN PW,INDIANAPOLIS,46220-0000,0008,550,802472175,09/04/2014,N,314300,IN,46220-1098,
6303 N OAKLAND AV,INDIANAPOLIS,46220-0000,0008,501,802276165,,N,1400,IN,46220-4428,
6740 SPIRIT LAKE DR,INDIANAPOLIS,46220-0000,0008,550,802272107,,N,394600,IN,46220-0000,
4707 COMMON VISTA CI,INDIANAPOLIS,46220-0000,0008,510,818280115,06/05/2015,N,167800,IN,46220-6302,
5747 COMMON WAY CT,INDIANAPOLIS,46220-0000,0008,510,818280115,04/29/2016,N,207400,IN,46220-5395,
4925 COMMON VISTA CT,INDIANAPOLIS,46220-0000,0008,510,818280115,04/28/2017,N,180400,IN,46220-5394,
6617 N COLLEGE AV,INDIANAPOLIS,46220-0000,0008,550,824272150,06/23/2016,N,139900,IN,46220-1622,
6707 SHORE ISLAND DR,INDIANAPOLIS,46220-0000,0008,550,802472147,08/20/2010,N,192500,IN,46220-0000,
5817 COMMON CI,INDIANAPOLIS,46220-0000,0008,510,818280115,03/23/2012,N,181900,IN,46220-0000,
5856 COMMON CI,INDIANAPOLIS,46220-0000,0008,510,818280115,,N,224300,IN,46220-0000,
5226 CENTRAL AV,INDIANAPOLIS,46220-0000,0008,520,802275235,11/21/2017,N,597000,IL,61832-2349,
5857 INDIANOLA AV,INDIANAPOLIS,46220-0000,0008,510,802178185,06/25/2013,N,238200,IN,46220-2741,
5747 ALLISONVILLE RD,INDIANAPOLIS,46220-0000,0008,510,801878185,,N,225800,IN,46220-5523,
1807 E 66TH ST,INDIANAPOLIS,46220-0000,0008,510,802278190,04/11/2017,N,131400,IN,46220-1203,
5036 E 65TH ST,INDIANAPOLIS,46220-0000,0008,510,801166130,09/02/2016,N,193900,IN,46220-4585,
